seed,n_bits,k,train_data,auth_CRPs,searches,threshold,server_predictor,attacker_predictor,min_auths,viable_CRPs,server_accuracy,attacker_accuracy
0,64,1,1000000,200,100,0.95,MLP,MLP,5,400,0.0,0.41
0,64,1,1000000,200,100,0.95,MLP,MLP,5,600,0.0,0.56
0,64,1,1000000,200,100,0.95,MLP,MLP,5,800,0.0,0.425
0,64,1,1000000,200,100,0.95,MLP,MLP,5,1000,0.0,0.43
0,64,1,1000000,200,100,0.95,MLP,MLP,5,1200,0.0,0.37
0,64,1,1000000,200,100,0.95,MLP,MLP,5,1400,0.0,0.53
0,64,1,1000000,200,100,0.95,MLP,MLP,5,1600,0.0,0.79
0,64,1,1000000,200,100,0.95,MLP,MLP,5,1800,0.0,0.13
0,64,1,1000000,200,100,0.95,MLP,MLP,5,2000,0.05,0.785
0,64,1,1000000,200,100,0.95,MLP,MLP,5,2200,0.07,0.15
0,64,1,1000000,200,100,0.95,MLP,MLP,5,2400,0.0,0.58
0,64,1,1000000,200,100,0.95,MLP,MLP,5,2600,0.01,0.435
0,64,1,1000000,200,100,0.95,MLP,MLP,5,2800,0.0,0.915
0,64,1,1000000,200,100,0.95,MLP,MLP,5,3000,0.0,0.42
0,64,1,1000000,200,100,0.95,MLP,MLP,5,3200,0.01,0.645
0,64,1,1000000,200,100,0.95,MLP,MLP,5,3400,0.055,0.2
0,64,1,1000000,200,100,0.95,MLP,MLP,5,3600,0.0,0.07
0,64,1,1000000,200,100,0.95,MLP,MLP,5,3800,0.0,0.66
0,64,1,1000000,200,100,0.95,MLP,MLP,5,4000,0.0,0.96
0,64,1,1000000,200,100,0.95,MLP,MLP,5,4200,0.0,0.985
0,64,1,1000000,200,100,0.95,MLP,MLP,5,4400,0.0,0.98
0,64,1,1000000,200,100,0.95,MLP,MLP,5,4600,0.0,0.975
0,64,1,1000000,200,100,0.95,MLP,MLP,5,4800,0.0,0.97
1,64,1,1000000,200,100,0.95,MLP,MLP,5,400,0.18,0.18
1,64,1,1000000,200,100,0.95,MLP,MLP,5,600,0.0,0.725
1,64,1,1000000,200,100,0.95,MLP,MLP,5,800,0.0,0.005
1,64,1,1000000,200,100,0.95,MLP,MLP,5,1000,0.0,0.015
1,64,1,1000000,200,100,0.95,MLP,MLP,5,1200,0.0,0.0
1,64,1,1000000,200,100,0.95,MLP,MLP,5,1400,0.0,0.0
1,64,1,1000000,200,100,0.95,MLP,MLP,5,1600,0.0,0.08
1,64,1,1000000,200,100,0.95,MLP,MLP,5,1800,0.08,0.92
1,64,1,1000000,200,100,0.95,MLP,MLP,5,2000,0.0,0.94
1,64,1,1000000,200,100,0.95,MLP,MLP,5,2200,0.0,0.23
1,64,1,1000000,200,100,0.95,MLP,MLP,5,2400,0.11,0.615
